# x_m,y_m,v_mps,kappa
# optimization: {"dynamic_validation": false, "effective_margin_m": [0.17736744634220492, 0.4], "elapsed_s": 161.5242677750066, "export_audit": {"max_axle_friction_ratio": 1.0000000000000007, "maximum_steering_rad": 0.41868479347437454, "minimum_body_clearance_above_reserve_m": 0.0027555567435407213, "normalized_physical_violation": 6.661338147750939e-16, "samples": 3710}, "export_relative_time_change": 0.0012360477770531955, "exported_time_s": 11.56641895024545, "geometry_discretization_reserve_m": 0.003, "global_optimum_proven": false, "kkt_stationarity": 2.1409481977436214e-05, "mesh_checks": [{"dense_normalized_violation": 0.023752284451349154, "dense_time_relative_change": 0.00016772349710896805, "iterations": 83, "samples": 336, "time_s": 11.541114177302292}, {"dense_normalized_violation": 0.006014406611695658, "dense_time_relative_change": 0.00011311278451310575, "iterations": 56, "samples": 384, "time_s": 11.552490575439943}, {"dense_normalized_violation": 0.0013673512489417294, "dense_time_relative_change": 0.00010411020496668622, "iterations": 59, "samples": 405, "time_s": 11.553275816832642}, {"dense_normalized_violation": 4.9149771125062445e-05, "dense_time_relative_change": 0.000103263764840015, "iterations": 62, "samples": 421, "time_s": 11.553330637326205}, {"dense_normalized_violation": 1.6880005631880837e-09, "dense_time_relative_change": 0.00010322832756630953, "iterations": 56, "samples": 427, "time_s": 11.553332584536442}], "model": "periodic-quasisteady-axle-nlp-v1", "normalized_constraint_violation": 1.6880005631880837e-09, "objective": "integral(norm(dxy/dphase)/speed, phase=0..1)", "path_control_mesh_convergence_tested": false, "path_controls": 84, "requested_margin_m": 0.4, "solved_time_s": 11.552139953335923, "solver_message": "Optimization terminated successfully", "status": "converged"}
-4.195136769929530374e+01,4.022885638989116552e-01,8.286592873542204529e+00,5.997794242484975891e-02
-4.191500833397149250e+01,4.189391935973823533e-01,8.311650681662690943e+00,5.982335785845591808e-02
-4.187868896300525279e+01,4.356767348595519396e-01,8.335531529778283044e+00,5.993389208118135580e-02
-4.184240988474871159e+01,4.525012442724973827e-01,8.359345625513231681e+00,6.006047516870622466e-02
-4.180617116909808573e+01,4.694129129175912962e-01,8.383093731968418894e+00,6.018792960837510142e-02
-4.176997340475878673e+01,4.864116910420739903e-01,8.406776263915054059e+00,6.031625239677677192e-02
-4.173381666700153403e+01,5.034977697559340770e-01,8.430393964437838505e+00,6.044544013817163691e-02
-4.169770133215013175e+01,5.206712001103732668e-01,8.453947371649514153e+00,6.057548947681450774e-02
-4.166162785009836966e+01,5.379319978401010394e-01,8.477436968417837448e+00,6.070639724106352553e-02
-4.162559614113343542e+01,5.552804335827338233e-01,8.500863574739012662e+00,6.083815975515761976e-02
-4.158960690422270545e+01,5.727164050290015629e-01,8.524227496607046817e+00,6.097077367444719148e-02
-4.155366026595432061e+01,5.902400858972393083e-01,8.547529405087137988e+00,6.110423519406825432e-02
-4.151775648090188042e+01,6.078515899697297664e-01,8.570769880710276567e+00,6.123854057711792392e-02
-4.148189610427446894e+01,6.255508837011921619e-01,8.593949302710649718e+00,6.137368626359857027e-02
-4.144607906658391272e+01,6.433382425882385736e-01,8.617068447384975016e+00,6.150966816324575370e-02
-4.141030599924046385e+01,6.612135963326999377e-01,8.640127631556625332e+00,6.164648245409424382e-02
-4.137457716446112244e+01,6.791770577406093246e-01,8.663127404169385315e+00,6.178412501815509772e-02
-4.133889265973234473e+01,6.972288246721092264e-01,8.686068413450586334e+00,6.192259161931325251e-02
-4.130325315013666199e+01,7.153688087438209164e-01,8.708950936474570526e+00,6.206187828056736189e-02
-4.126765863126743739e+01,7.335972619426891494e-01,8.731775674378898344e+00,6.220198040903368586e-02
-4.123210959540092091e+01,7.519141844155069476e-01,8.754543003375209409e+00,6.233827854800586682e-02
-4.119660648424173388e+01,7.703195929197563796e-01,8.776319253656524211e+00,6.240592862488857778e-02
-4.116114915671421670e+01,7.888136829727986354e-01,8.797419919230899055e+00,6.242031069507883445e-02
-4.112573829420310290e+01,8.073961254512672658e-01,8.818471943268598068e+00,6.243340167138256708e-02
-4.109037388611193364e+01,8.260669489015345368e-01,8.839475791002447735e+00,6.244658446779702277e-02
-4.105505615625086335e+01,8.448260595275445262e-01,8.860431784163511182e+00,6.245985902355205566e-02
-4.101978557130617276e+01,8.636732329073376624e-01,8.881340096699929632e+00,6.247322533679169204e-02
-4.098456195007763370e+01,8.826085903679524725e-01,8.902201282809761196e+00,6.248668329133042626e-02
-4.094938588233068089e+01,9.016318398147635804e-01,8.923015436075543150e+00,6.250023282721881013e-02
-4.091425751172001668e+01,9.207429273858267482e-01,8.943782910777477113e+00,6.251387381768151730e-02
-4.087917688612400013e+01,9.399418523619251786e-01,8.964504113930939155e+00,6.252760614351665636e-02
-4.084414454287998097e+01,9.592283455866635888e-01,8.985179159869797871e+00,6.254142967513541540e-02
-4.080916041664332283e+01,9.786024680936930009e-01,9.005808515258790337e+00,6.255534423214868800e-02
-4.077422489762661684e+01,9.980640297026956986e-01,9.026392374418994891e+00,6.256934964396078380e-02
-4.073933830643647980e+01,1.017612876697373103e+00,9.046930969527227973e+00,6.258344572988489007e-02
-4.070450053487206787e+01,1.037249096010416149e+00,9.067424781715482496e+00,6.259763225169780176e-02
-4.066971218120363574e+01,1.056972376778359424e+00,9.087873873076601328e+00,6.261190899645154018e-02
-4.063497328501868111e+01,1.076782722223406097e+00,9.108278631128293057e+00,6.262627571939149984e-02
-4.060028405831733522e+01,1.096680038346436792e+00,9.128639338679805704e+00,6.264073210683511472e-02
-4.056564492655276410e+01,1.116664107319208510e+00,9.148956150192013581e+00,6.265527794267385098e-02
-4.053105579871181163e+01,1.136735008679200964e+00,9.169229519928983052e+00,6.266584561684129806e-02
-4.049651717056394062e+01,1.156892474711817442e+00,9.188461484243322985e+00,6.264591140200959085e-02
-4.046202919271579646e+01,1.177136379926317478e+00,9.207398712331475110e+00,6.261186047296854462e-02
-4.042759189109920470e+01,1.197466646349710340e+00,9.226298383383758406e+00,6.257739587116244173e-02
-4.039320569600431554e+01,1.217882955941455680e+00,9.245160540987882314e+00,6.254258968767195670e-02
-4.035887059258985232e+01,1.238385252560612271e+00,9.263985470775043751e+00,6.250744531035271057e-02
-4.032458685503088702e+01,1.258973307386928697e+00,9.282773297629518083e+00,6.247196607002507285e-02
-4.029035475370102404e+01,1.279646891343338533e+00,9.301524146446062957e+00,6.243615530241732048e-02
-4.025617422389784394e+01,1.300405976907398786e+00,9.320238323479882681e+00,6.240001639398486816e-02
-4.022204569987952993e+01,1.321250233011443065e+00,9.338915859624140836e+00,6.236355266784589235e-02
-4.018796925828912237e+01,1.342179544058748286e+00,9.357556979504387584e+00,6.232676755490724335e-02
-4.015394504464221370e+01,1.363193751905473761e+00,9.376161867926040117e+00,6.228966437680429069e-02
-4.011997335832264611e+01,1.384292601738280393e+00,9.394730623529678581e+00,6.225224650492537648e-02
-4.008605422599605816e+01,1.405476006561157121e+00,9.413263492011980205e+00,6.221451733392692474e-02
-4.005218793522837473e+01,1.426743715873033391e+00,9.431760574467759284e+00,6.217648022786162465e-02
-4.001837466129904186e+01,1.448095547440454878e+00,9.450222031392815580e+00,6.213813855603834285e-02
-3.998461448480384917e+01,1.469531378029535373e+00,9.468648072987196684e+00,6.209949571780652711e-02
-3.995090769805448616e+01,1.491050948900843665e+00,9.487038791944502947e+00,6.206055505636979414e-02
-3.991725440118530344e+01,1.512654122081784402e+00,9.505394383924244295e+00,6.202131998295584009e-02
-3.988365478447573054e+01,1.534340701004501817e+00,9.523714993488063385e+00,6.198178993018287758e-02
-3.985010905733074082e+01,1.556110475123655190e+00,9.541982058614577156e+00,6.123736085428320430e-02
-3.981661670460472635e+01,1.577962359540058257e+00,9.559199775083254025e+00,5.782235818408752032e-02
-3.978317499139242841e+01,1.599891617697399848e+00,9.576386690246893707e+00,5.377391147439491287e-02
-3.974978050722442191e+01,1.621892743623768451e+00,9.593542892364514074e+00,4.972457256992127844e-02
-3.971642983925873693e+01,1.643960230848857451e+00,9.610668469499664468e+00,4.567466994594170798e-02
-3.968311952711087542e+01,1.666088602835485544e+00,9.627763532785703404e+00,4.162447105966492894e-02
-3.964984610096427531e+01,1.688272388410574143e+00,9.644828196893552530e+00,3.757418538096225780e-02
-3.961660604412210773e+01,1.710506147182833780e+00,9.661862599264553708e+00,3.352396972604004127e-02
-3.958339581025380483e+01,1.732784458601132505e+00,9.678866891238195436e+00,2.947393457364134647e-02
-3.955021187997099474e+01,1.755101884205457763e+00,9.695841209090446000e+00,2.542414691090634851e-02
-3.951705064139011370e+01,1.777453048064581598e+00,9.712785735130761822e+00,2.137463792228865012e-02
-3.948390852267028350e+01,1.799832547830094720e+00,9.729700629849634907e+00,1.732540532440336734e-02
-3.945078192087422764e+01,1.822235002582352159e+00,9.746586068281803961e+00,1.327642106522261729e-02
-3.941766721060078282e+01,1.844655047063457287e+00,9.763442235513350553e+00,9.227635048631199419e-03
-3.938456078162100482e+01,1.867087306119958434e+00,9.780269307474755536e+00,5.178980114003259652e-03
-3.935145899599536534e+01,1.889526423611866290e+00,9.797067472730896398e+00,1.130378193943499740e-03
-3.931835822909021516e+01,1.911967034485805073e+00,9.813836911588889933e+00,-2.918256322722425754e-03
-3.928525483474599156e+01,1.934403788216580100e+00,9.830577813735517978e+00,-6.967009350835306689e-03
-3.925214520061734191e+01,1.956831311131829843e+00,9.847290350209464194e+00,-1.101596408646461113e-02
-3.921902568425862512e+01,1.979244249568790526e+00,9.863974705712781343e+00,-1.505269017009788074e-02
-3.918589267985211677e+01,2.001637248672269109e+00,9.878072456975186100e+00,-1.752953107759628801e-02
-3.915274400629495943e+01,2.024007001683913121e+00,9.884354015885694622e+00,-1.695061247315367975e-02
-3.911958015055761706e+01,2.046354296893280633e+00,9.890631649244630452e+00,-1.601687330104223372e-02
-3.908640200242037821e+01,2.068680335370195689e+00,9.896905350026322878e+00,-1.508302715930628403e-02
-3.905321039425920304e+01,2.090986357108482352e+00,9.903175122087928273e+00,-1.414908684598748488e-02
-3.902000616168789549e+01,2.113273600075699310e+00,9.909440968673937533e+00,-1.321506398183039215e-02
-3.898679016541173326e+01,2.135543285570638439e+00,9.915702888300355511e+00,-1.228096918475369420e-02
-3.895356322799106152e+01,2.157796660627408603e+00,9.921960886680366798e+00,-1.134681234938720099e-02
